Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.654791022244531595e-03,-2.676444060694877555e-03
2.538841376719366328e-04,-1.356205992637018456e-03,-2.829133848392538248e-03
8.528407171995405333e-04,-2.309923286552032981e-02,1.373774740790041984e-02
1.038256392891793740e-03,-2.329854899128041071e-02,1.383886372283836368e-02
9.605798747902587111e-04,-2.328570069842031409e-02,1.410568799761182171e-02
5.649764248839359970e-04,-2.291154273558381610e-02,1.406084987344373774e-02
4.008296673358116720e-05,-2.273003912952932179e-02,1.397928030593032639e-02
1.558023055818224975e-06,-2.277082349640436459e-02,1.413686074085992138e-02
1.179695508538295594e-04,-2.306779498553442748e-02,1.446303395673443487e-02
-7.261606975715548815e-04,-2.291464933773804807e-02,1.448499028017231557e-02
-3.059771752595314711e-04,-2.321783903375653629e-02,1.417012789758398221e-02
1.223237365229736060e-04,-2.293090772260319293e-02,1.358438998421913034e-02
2.455097927662945969e-04,-5.857376215476877736e-03,-7.174161565379626009e-03
3.825446318063074826e-04,-6.278904024822126208e-03,-8.550134523179767770e-03
1.637204243959574344e-04,-6.746727376630036292e-03,-8.830910159694170189e-03
4.317514152537802754e-04,-7.460792721735458669e-03,-8.857391316704519429e-03
8.564802504499769049e-04,-7.637664772511703649e-03,-9.033528821990190194e-03
1.024511804455800019e-03,-8.474844027277607730e-03,-8.966689351164599045e-03
6.091566055670609263e-04,-8.628263983208379895e-03,-9.007341983434067126e-03
9.431505735535783506e-04,-7.696094906427046814e-03,-8.658967317703707145e-03
1.005652703334729324e-03,-7.905919785153293911e-03,-8.996911604220583086e-03
9.892377794050517988e-04,-8.099995708406837122e-03,-8.632367766301007189e-03
1.289777984013014281e-03,2.761946906700662834e-03,-1.625525491761528607e-02
3.953679378217137171e-04,3.676792049085691148e-03,-1.652088524330531244e-02
-8.029909458967761425e-05,4.114820451542405833e-03,-1.655736739141603839e-02
2.659867595120706516e-04,4.434494899169156429e-03,-1.726231094884879066e-02
4.628603886349614486e-05,4.628875562918507124e-03,-1.711340915638387764e-02
3.179869888193936358e-04,4.746939368110878084e-03,-1.738219777755437359e-02
5.144930976735099951e-04,5.189762326576157284e-03,-1.745859050857405739e-02
-4.521715818729441058e-04,5.269000274947240568e-03,-1.793421246565561275e-02
-4.384113082643722407e-04,5.232162109896133263e-03,-1.759327830385020580e-02
-1.922603124174065937e-04,5.106751599153034130e-03,-1.731126452879607272e-02
-1.796639203023057073e-04,3.869222540414550635e-03,-1.394213198092179168e-02
4.461016480673284427e-05,4.381321643026876191e-03,-1.401257997942411890e-02
-5.398671733169997222e-04,4.356943237125752467e-03,-1.466335560106617371e-02
-5.911513823126575981e-04,4.574459999419864045e-03,-1.476773776695369453e-02
-5.220351122834517406e-05,4.777222069008026963e-03,-1.476899841710323756e-02
1.098105122996828804e-04,5.316982937500908980e-03,-1.465426091070161016e-02
-4.133911130427388929e-04,5.535602351794207190e-03,-1.438677296032032406e-02
-4.608465245128636422e-04,5.570674189238299795e-03,-1.438555900091706072e-02
-9.165078879262883481e-05,5.687880051967786170e-03,-1.430580787121856802e-02
-1.380894845101712537e-04,5.706944467307987698e-03,-1.400842450300525399e-02
-5.324120264236290295e-04,8.249614954214134523e-04,-8.567567680571833155e-03
-1.034137289398043584e-03,6.763493836022214109e-04,-8.415665173895142334e-03
-8.439329982609267578e-04,5.047983061547581078e-04,-7.833698372055676248e-03
-5.180821882426981263e-04,1.120029125078258514e-05,-7.368651869006400193e-03
-7.373812238674429817e-04,3.321346236583983501e-04,-7.157032731601703501e-03
-1.046232902415214841e-03,-1.109079402505280310e-04,-7.324090554262687076e-03
-9.837013824768076238e-04,4.146650903779529936e-05,-7.426374137857615423e-03
-6.716943787304163012e-04,4.249313094089963907e-04,-7.597472377598417891e-03
-4.960355578145251784e-04,1.126592470901161642e-03,-7.174918622480013462e-03
-3.483765416978442547e-04,1.334069680541047570e-03,-7.381093285363203582e-03
-6.944395986057113690e-04,-3.939450425398702640e-04,-4.342085157767328583e-03
-8.056539859613538268e-04,-9.255046501826530859e-06,-3.733771017931404503e-03
-6.994985618091658156e-04,-1.447681632507115672e-04,-3.809360834867748201e-03
-5.044668331222991941e-04,8.301954447029997282e-04,-3.396028502139521524e-03
-7.537146995421712065e-04,5.715196952492452610e-04,-3.560064766505567722e-03
-4.980282000544552839e-04,5.983337322676660379e-04,-4.090011406883187900e-03
-2.723444393719401911e-04,2.611764401656163116e-04,-4.591663455015501140e-03
-2.635616416292173742e-05,2.295800930374881216e-04,-4.288342441273104537e-03
-4.723759080109816468e-04,-9.273802919782932696e-05,-3.866996392333015616e-03
-2.062725388811803128e-04,3.504444831881914379e-04,-3.735258451705733562e-03
-1.197909980332525755e-04,8.202748075432044665e-04,-3.949310093615253717e-03
3.700320329055116052e-04,8.627158100376301894e-04,-4.317286952031353965e-03
8.714217061410430357e-04,9.085982748822603360e-04,-3.876593841983408135e-03
5.118329236703667972e-04,5.842776811190474647e-04,-3.538356487657296368e-03
1.170255405660660265e-03,9.880139190622866038e-04,-4.270448629643193959e-03
7.762196392488342894e-04,1.538096464874970197e-03,-4.110962211749408929e-03
1.281594388523394279e-03,1.338036518007310787e-03,-4.272026526738439273e-03
1.752756649792359305e-03,1.703454348333803938e-03,-3.850903092606503767e-03
2.028273949447877665e-03,1.825536267437012422e-03,-4.427199053181340126e-03
1.261305070636270162e-03,1.341340096747408806e-03,-4.659189946822060203e-03
1.476286775536409012e-03,6.167373589055563307e-03,-5.910365626805683635e-03
1.823936900936111915e-03,6.440467764043680821e-03,-6.812738503590830969e-03
2.031949803513221145e-03,6.309919186801533214e-03,-6.242674506999302923e-03
1.643710516077273630e-03,6.328453328666132881e-03,-6.705511954115236407e-03
1.732529968375132266e-03,6.914356744051278029e-03,-6.358949889856507949e-03
1.504033897937506791e-03,7.176607826979335483e-03,-6.492781410196424990e-03
1.778821758902825439e-03,6.275049953845760614e-03,-6.774920666631182795e-03
1.112251741686779566e-03,6.624662758115850390e-03,-6.139889831645197957e-03
1.113728336537865094e-03,6.740382437715998487e-03,-5.922318040971542331e-03
1.607456819117984758e-03,7.449711173364043093e-03,-5.205241976494425458e-03
9.192130200112982787e-04,6.575260196617293065e-03,-6.843673207409238859e-03
8.036042309335641272e-04,7.310320119163574333e-03,-6.914592699072654586e-03
1.149608507526918809e-03,7.694301481511922960e-03,-6.614120654616626772e-03
8.306972660050873473e-04,8.079070750203736634e-03,-5.967428805747364978e-03
4.123362200490930055e-04,8.013165094303732403e-03,-6.462463274357902604e-03
6.203850526145500768e-04,7.838164842195296036e-03,-6.554624137406795358e-03
9.887483603324446688e-04,8.419486311220114247e-03,-6.710527457405301120e-03
6.488881378016690812e-04,8.922734182359190122e-03,-5.991348224937295859e-03
1.017437843733226023e-03,9.290438817049214565e-03,-6.666472653882386280e-03
1.588798029636086110e-03,8.763874754486871907e-03,-6.293892171259471598e-03
1.955933308194583546e-03,3.755238756060004252e-03,-7.210171803447600579e-03
2.197207948034132167e-03,3.846657569748385477e-03,-7.579810769054914563e-03
1.484927585990153355e-03,4.408964649232587421e-03,-7.933954243240757404e-03
8.670377264605315685e-04,4.712915154286429799e-03,-8.456114367912964669e-03
1.035554791273369255e-03,4.877865640139892808e-03,-8.042941283980083872e-03
8.833786017847816046e-04,4.696494185572635226e-03,-7.378493611311433623e-03
1.365900575714938800e-03,5.452365674509625053e-03,-8.002067704429113859e-03
1.478131372675692105e-03,5.483797301270578253e-03,-7.721045273970092437e-03
1.132055392436265425e-03,5.805046727820931465e-03,-8.507872727690313913e-03
8.106286348484242421e-04,5.628684940200454935e-03,-9.245183811217921530e-03
5.448917437832393558e-04,9.335111230756174472e-04,-7.973729756490834097e-03
5.636923251408370748e-04,1.485935501631376271e-03,-7.628541734194042336e-03
4.095900772304650518e-05,8.642495697867832788e-04,-7.466300562269773643e-03
4.117166296771489773e-04,8.304175905192820884e-04,-7.645900686650056004e-03
9.646013237544022369e-04,9.879539923232003550e-04,-7.824976373898022766e-03
1.931856307735960003e-03,6.897790179416609171e-04,-7.019673558627714111e-03
1.774907865407789748e-03,1.393450304648507230e-03,-6.819299804088073923e-03
1.346013861294058280e-03,1.947429964469282303e-03,-6.468485129982953601e-03
8.722351464863791924e-04,2.376295724850331290e-03,-6.777006325592216732e-03
9.765068387331503471e-04,2.620159199818406556e-03,-6.414452680732799297e-03
1.453090437591314076e-03,3.776178982554020936e-04,-5.409385591914462818e-03
2.210872495190789860e-03,-5.182298620581138457e-05,-5.570149335224319591e-03
2.284981756900247071e-03,-7.494412977228257725e-04,-6.151934376658625692e-03
2.399297795940370792e-03,-1.638091289973570702e-04,-5.780871760171454356e-03
2.598145763592666583e-03,-5.092186587603845420e-04,-6.073088713932622146e-03
2.709386675044130662e-03,-8.023133568634381336e-04,-5.840874371720421177e-03
2.955087764383630081e-03,-2.931374284735324882e-04,-6.034154467878900460e-03
3.966963364525492690e-03,7.060929913710820569e-05,-6.062228946606032509e-03
3.559149294373160997e-03,-1.012269188542139713e-04,-6.309271769578570117e-03
4.002054795407755834e-03,-3.301438052757448222e-04,-6.099404785804339243e-03
4.112505090784944473e-03,-6.868204087778680958e-04,-4.659171187147216273e-03
3.819582356367964403e-03,-7.548887425261829008e-04,-4.375345227503115407e-03
3.499987533138886314e-03,-6.746242230594476190e-04,-4.327902426703302691e-03
3.960274081357644319e-03,-1.526479223566331103e-03,-3.939195293820818740e-03
3.586429613531881035e-03,-2.115689865406127860e-03,-4.267628842073249544e-03
3.842660091479876538e-03,-1.882531286226759746e-03,-4.215094248639005177e-03
3.619034762174766582e-03,-1.442053912439524759e-03,-3.748373131948618854e-03
3.858295238258521720e-03,-1.366882123590963888e-03,-3.872922365175528701e-03
3.606109346206978154e-03,-9.011363015516547130e-04,-4.222160392830394057e-03
3.556882291888631680e-03,-4.530834062907975672e-04,-4.942487300517212426e-03
2.280037540374590943e-03,-6.537554917706711729e-04,-3.369034372242594739e-03
2.339501332373860546e-03,-7.523879215388013008e-04,-2.761913347726774413e-03
2.328436667709804682e-03,-7.206865202315444795e-04,-2.934931119085821931e-03
2.719921483114248403e-03,-2.939890134910522223e-04,-2.467230747368558477e-03
3.090429646989352290e-03,4.600615884512494237e-04,-1.945673016699688701e-03
3.357940942743777371e-03,1.910414416270479223e-04,-1.029406620504366059e-03
3.500612438752036173e-03,6.455835689676208767e-04,-1.056811691500801013e-03
3.677165575055926089e-03,1.159151866781510040e-03,-5.094998975524267591e-04
3.408066377046338555e-03,1.423748013285532034e-03,-1.427017720390494316e-04
3.410209774117726501e-03,1.287547146012768279e-03,1.557701653897664788e-04
3.482903305698926977e-03,1.133315729924561522e-03,-6.783717286606551840e-05
3.190670927316220824e-03,8.550701482241731535e-04,-4.019419597234606618e-05
2.979937455005010876e-03,6.972390631945742448e-04,-1.928035613347755541e-04
2.542734269800618098e-03,6.653827382392274057e-04,-2.027737292471808216e-04
2.016181879924843628e-03,6.938347033123954625e-04,-6.950367034229461435e-05
1.677411750833151041e-03,6.353549083689222655e-04,3.268902002250239345e-04
1.301346033285394940e-03,4.235434842970703492e-04,3.438432402165922039e-04
2.076304344951982947e-03,-3.433716428350872202e-04,1.056866824100760344e-03
1.895597608196712561e-03,2.820530922059938080e-04,6.245848227101311089e-04
1.833350088891366357e-03,1.147635875606822765e-04,1.359489561057282414e-03
2.296235060516905058e-03,-2.605914770268225695e-04,1.103429066607460388e-03
1.798102327385400247e-03,-6.576329081201760709e-04,1.347199993846303094e-03
1.098884743817237246e-03,-3.276952508268879860e-04,2.141461281384863646e-03
1.215362210060682603e-03,-1.894004781526903707e-04,2.801889797938517893e-03
1.474751608811642649e-03,2.412163545720112537e-04,2.472318162745526949e-03
1.330200914486054289e-03,3.804449291442445810e-04,2.468991238632289083e-03
1.428159455045607557e-03,5.688878170889924034e-04,3.758257813064962236e-03
9.345314409463208530e-04,9.572998498641319739e-04,3.391390693636323929e-03
1.645564284613147471e-03,9.381731107152812806e-04,2.620921467939583797e-03
1.810597729917588772e-03,1.566079959179107403e-03,2.126272614867514774e-03
1.544317485714619262e-03,1.870635151085433710e-03,2.330984439994505161e-03
1.973272250330763370e-03,2.490299519524711517e-03,2.407758826176856388e-03
1.600149821545677120e-03,2.986100216632226693e-03,2.704951262588420769e-03
7.577089990879982626e-04,1.907790354641411643e-03,2.872512678298560357e-03
-1.868758949105058637e-04,1.345859927739918556e-03,3.058276814951048014e-03
-4.030137689933464433e-05,1.326864818976225893e-03,3.507471392756810434e-03
-8.089175701168877615e-05,1.827125420337164354e-03,4.417900507683467960e-03
-5.472242097164444776e-05,1.935577185020929958e-03,4.625673911745063413e-03
-2.247017177595149386e-04,2.246698263122794918e-03,4.560686646149109472e-03
-1.215417655321889305e-03,2.161547265240757517e-03,4.324231366777085694e-03
-7.941565460206791551e-04,2.603102069686555938e-03,4.164060012310648838e-03
-6.988451519122939638e-04,3.377710513417296005e-03,3.996956749548375050e-03
-3.455263478215897521e-04,3.721631007017101728e-03,4.459118014606583934e-03
-6.183081481684439074e-04,3.146228632287353163e-03,4.938749956406546064e-03
-7.667883690514381905e-04,3.594645100468736240e-03,4.969735102906202087e-03
-1.789854949001309188e-03,3.984208508287450691e-03,5.387360483002152922e-03
-2.008387651908660667e-03,4.396556583408841451e-03,4.999356212603838986e-03
-2.364279110908338016e-03,4.925349712224362693e-03,4.575708976882838022e-03
-2.672683788092734217e-03,4.546288804146867042e-03,4.820907515377339039e-03
-2.824578374017824422e-03,5.148493543208466569e-03,5.768199808254896935e-03
-2.823551594481340989e-03,4.407481801156553844e-03,4.987140329226832577e-03
-3.253828290851520227e-03,5.533490012406728706e-03,4.589724538399917418e-03
-3.311795894561533546e-03,4.855684200603879730e-03,3.355025897713789784e-03
-3.549283372931661979e-03,4.967485609451527222e-03,3.763052785955189623e-03
-4.344408439276391427e-03,6.132272569895046328e-03,4.231154197832460474e-03
-3.840350983947363010e-03,6.465232202364935149e-03,4.276021503716968819e-03
-4.070401710327509887e-03,6.144322951251759458e-03,4.327116604768153733e-03
-4.085828833156213841e-03,5.695424359426875562e-03,4.701292910397831919e-03
-4.441791162038637338e-03,6.375164085265350340e-03,4.864105627082359641e-03
-4.413506574953247538e-03,7.171120830528181396e-03,5.110462262837255076e-03
-5.495151490249732505e-03,5.238677136528760263e-03,4.144212276325278180e-03
-4.881602567368896299e-03,4.716699606025038724e-03,4.208871872933950264e-03
-4.583236609075398704e-03,5.133040156834980071e-03,4.009271433879563369e-03
-4.960807582088585903e-03,4.572165065863899834e-03,4.880870940049964780e-03
-5.310585888378969825e-03,4.118707039288501369e-03,5.862215377823405855e-03
-4.967413488923792461e-03,4.366244700795267331e-03,6.455331679745390100e-03
-4.535331903392750448e-03,4.483711114564259588e-03,6.770216990825197838e-03
-4.475362642376840179e-03,4.666564166562560401e-03,7.956865225687385912e-03
-4.004165884150244839e-03,4.061842296018506986e-03,8.284968603662555900e-03
-3.781592347281410946e-03,3.815488578435254248e-03,8.617425893728276887e-03
-4.031669651880444467e-03,2.363107256553058019e-03,6.523014919057315217e-03
-3.942404865745863067e-03,2.137872347146298983e-03,7.214867558501984919e-03
-4.356342927530731934e-03,1.694971744471247214e-03,6.586214179199767829e-03
-4.222778628336932780e-03,1.556879797753752759e-03,6.675699078852522818e-03
-4.513555672833376511e-03,1.441521554555607026e-03,6.410872917890825598e-03
-4.111714683151500467e-03,1.826111772573072193e-03,6.623978238424861435e-03
-3.513729203403237553e-03,1.002837293022248956e-03,6.549492741014358022e-03
-3.420098624050702061e-03,1.794147787928201693e-03,6.647860555146766458e-03
-3.320706531671789585e-03,1.479589624733596356e-03,5.986285197137624844e-03
-2.982435826812621267e-03,1.204959657698217957e-03,5.689801042671852570e-03
-3.088253107825739228e-03,1.229863829541959469e-04,4.296916446440320059e-03
-3.190331377201537175e-03,2.754258983508597793e-04,4.164271371313895201e-03
-3.261867019963175102e-03,6.222203220266188470e-04,3.955621681996234970e-03
-3.094264124527546476e-03,1.027441336123584075e-03,4.622046624393484279e-03
-2.540310936692385165e-03,9.185016114530324734e-04,5.279446912545589579e-03
-2.505847329594915011e-03,9.475293943235076717e-04,5.142827287642132324e-03
-2.184895139670428935e-03,5.297457555261614673e-04,4.527715892287589167e-03
-2.559045598636987880e-03,7.232728540700917317e-04,4.061409572852095820e-03
-2.829884443827145567e-03,7.833940163420338200e-04,3.412317110925247067e-03
-2.430362149956036884e-03,2.987562376955723285e-04,3.495411006240180165e-03
-2.465300168386238677e-03,3.851343528083683789e-04,3.403495894931749238e-03
-2.089212043449085055e-03,7.482452121208718956e-04,3.231699586845903239e-03
-2.342948735287765649e-03,2.997751485906625154e-04,3.511093260646768344e-03
-2.000131310568810730e-03,7.718765660815250871e-04,3.168442171711433313e-03
-1.901621131348416342e-03,1.023925564616912651e-03,3.034366358716876662e-03
-2.718147443196463221e-03,1.515986103662534269e-03,2.788152504931630266e-03
-2.638153271488319091e-03,1.327819790646221501e-03,2.762597450536100063e-03
-2.382079957927353379e-03,1.109139303189262630e-03,2.385808547523092515e-03
-2.511622599716177573e-03,2.279151458399440733e-04,2.191834343395370876e-03
-2.780755773581316832e-03,-1.083478178465549762e-04,2.403591468630589690e-03
-3.188504393312524901e-03,-2.021122422680842956e-05,1.841177042118111347e-03
-3.697967970050044552e-03,-8.906943799271206956e-05,1.316701765129274808e-03
-3.898334637601409865e-03,-1.482990988278820870e-04,8.816631337406774733e-04
-4.635764949284695673e-03,-6.320600190059917568e-05,1.373705851095196673e-04
-4.615163491252243996e-03,3.099455564907037662e-05,5.291424756492904861e-04
-5.551052819996051858e-03,-9.036317161049664851e-05,4.577843202557635113e-04
-5.191838397258936519e-03,4.779160047639868900e-04,-5.620728962098946483e-04
-4.982261980003963378e-03,3.493964687419885023e-04,-1.177474336981615324e-03
-5.248081986850750350e-03,9.647817292941558319e-04,-1.697615086877238451e-03
-5.227565989559256575e-03,2.227700757289538796e-03,-2.090291141634301273e-03
-5.006933453714322059e-03,1.050943456768642587e-03,-1.803866133260924971e-03
-5.047271757209730557e-03,1.572577476781879518e-03,-1.673533083838656555e-03
-5.002557030013956088e-03,1.810919979443249188e-03,-1.691616368184495648e-03
-4.252148358391654760e-03,1.937132570506362034e-03,-1.756767259833259516e-03
-4.460916858983329444e-03,1.742860921311940739e-03,-2.490119218205373748e-03
-4.663507590207913688e-03,1.966019343154257019e-03,-2.669076094179325623e-03
-4.890632641075661098e-03,1.949698842921296056e-03,-2.644657459197702343e-03
-4.754328178709590035e-03,1.932036400614466120e-03,-1.895853156656259657e-03
-3.784549705800214180e-03,3.309889703156511202e-03,-2.029428711654966081e-03
-3.937194261837416963e-03,3.363888593432777085e-03,-2.194489254267515885e-03
-4.211149297460060024e-03,2.858642400041108960e-03,-2.998675243562088158e-03
-4.090710100550725738e-03,2.719645924334867029e-03,-2.764638711600001832e-03
-4.366626564398766626e-03,2.272633930476834502e-03,-2.885963573602823296e-03
-4.765459335998928000e-03,1.803006523271388469e-03,-3.167569013067842668e-03
-4.700517510504263405e-03,1.717201229618945182e-03,-2.984758066117525633e-03
-5.075885263927392560e-03,2.555992357335646736e-03,-3.247107741558931393e-03
-5.514164629145358425e-03,2.612726825085888611e-03,-3.254774820667835980e-03
-4.681769091464774678e-03,2.423545717880909705e-03,-3.116308826878027346e-03
-5.284314422845215464e-03,2.692392702484256144e-03,-2.829659119288181323e-03
-5.186326804789653105e-03,2.279440982714539283e-03,-3.236429317755838437e-03
-5.406369036199483794e-03,2.083532656110360405e-03,-3.052039014624455173e-03
-5.624637853014024039e-03,3.067647480976655374e-03,-3.169185263276103320e-03
-6.214940620591012134e-03,3.049653200865910969e-03,-2.927065187423567080e-03
-6.537649132962597073e-03,3.031446936429425462e-03,-2.657641863920834693e-03
-6.772368100207355399e-03,3.294022353291458770e-03,-3.137091628433974835e-03
-6.475930636487861949e-03,3.713345067079163678e-03,-3.079063160001132941e-03
-6.495846324184336058e-03,4.175430876556330932e-03,-3.257779286814581343e-03
-6.852683687677833986e-03,3.537370145642144362e-03,-3.038569776527010741e-03
-7.226599442268006289e-03,3.308400601855529793e-03,-2.980239694210837231e-03
-7.010329573028552599e-03,4.278808774517183292e-03,-2.556073232378309589e-03
-7.519005243422607204e-03,4.043395282421518439e-03,-1.190473749444623166e-03
-7.736721692033396089e-03,3.132553454648284025e-03,-1.204548612378294071e-03
-7.558378048986024583e-03,3.697228838861175287e-03,-1.195919370390703933e-03
-7.307534515890013078e-03,4.257196795333113154e-03,-1.066394133411318257e-03
-7.747137897270330378e-03,3.907315936153579750e-03,-1.335974100199001195e-03
