gyro_bias_x (deg/s),gyro_bias_y (deg/s),gyro_bias_z (deg/s)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.047534716051450064e-03,-4.725853493585777630e-03,-6.214158967472495354e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.047957642498775526e-03,-4.725309879896953495e-03,-6.214158446370416766e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.037934139788583413e-03,-4.732582797393293690e-03,-6.214180853759814502e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.028240390473989244e-03,-4.744303842236071746e-03,-6.214206387761685938e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.037350713900922591e-03,-4.741676237112866892e-03,-6.214205866659606265e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.062536619583681466e-03,-4.728111324673715983e-03,-6.214191796903473534e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.085494918099083973e-03,-4.716717948818219784e-03,-6.214176163841102869e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.089532208566429600e-03,-4.724051314155725684e-03,-6.214177206045261130e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.070312296365851498e-03,-4.775417388287996057e-03,-6.214200655638816044e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.025427273010656400e-03,-4.773098692477229128e-03,-6.214144376614282950e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.003880744247710319e-03,-4.618269676524812233e-03,-6.213905711862096433e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.069874779060313849e-03,-4.394751068925483936e-03,-6.213559700081632865e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.120597187904590432e-03,-4.222527665575680732e-03,-6.213300191246285461e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.274411722329588558e-03,-4.192780240734091633e-03,-6.213032344777674135e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.482592419776139241e-03,-4.216589186283271548e-03,-6.212772314840247058e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.521432450573975366e-03,-4.156275164131887842e-03,-6.212728542265610930e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.408913379943112935e-03,-4.202478992628644154e-03,-6.212823903946069603e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.308041982982304320e-03,-4.266576632755311044e-03,-6.212889562808024879e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.232960136352580682e-03,-4.215155113361832885e-03,-6.212915617911975988e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-2.127916379265547015e-03,-4.001057614469360514e-03,-6.212953137261664717e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.836755178316455597e-03,-3.524048275212644452e-03,-6.213063089800335793e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-1.177138851463147918e-03,-3.025919085575277077e-03,-6.213360117985371927e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-9.503744032340760445e-04,-2.486266397873998068e-03,-6.213371582231110631e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.017539875520296266e-03,-2.336563358852396851e-03,-6.213267361815308365e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.016824923467893240e-03,-2.282142167451300680e-03,-6.213262150794518143e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-1.028892918074876973e-03,-2.024770059068608033e-03,-6.213229321363539963e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-8.896754950871345194e-04,-1.668419926018984995e-03,-6.213305402267075683e-04
-1.185010932129935317e-03,-1.423477665526941098e-03,-6.212968770324034298e-04
-1.185010932129935317e-03,-1.423477665526941098e-03,-6.212968770324034298e-04
-1.185010932129935317e-03,-1.423477665526941098e-03,-6.212968770324034298e-04
-1.185010932129935317e-03,-1.423477665526941098e-03,-6.212968770324034298e-04
